product_id,category,length,width,height,weight,price,is_fragile,requires_cold_storage,is_hazardous,shelf_life_days,stackable,max_stack
1,normal,0.3918280395373651,0.2050021510445334,0.15500586367382385,2.6205020124138163,76.28240927476112,False,False,False,,True,3
2,high_value,0.4222003234003028,0.30907330674967,0.21809850248980794,0.8019354550769442,921.628579377166,True,False,False,,False,1
3,cold_storage,0.2697982680172219,0.3204037458099961,0.2122490125877226,7.302186322762833,146.23849524624245,False,True,False,244.0,True,1
4,fragile,0.2347627138851561,0.15563814164613254,0.1869300320792934,3.81815609893586,121.84669236960056,True,False,False,,False,1
5,normal,0.3267843194460508,0.2555742683343284,0.14306275242151775,7.753194225561977,19.198924886786383,False,False,False,,True,2
6,normal,0.2290149130500392,0.369498873269492,0.2207452062733782,8.167718596106612,75.67586080244361,False,False,False,,True,3
7,normal,0.23744784885596282,0.384459074405632,0.11576003961569165,3.2851936733673828,66.5775819544999,False,False,False,,True,2
8,hazardous,0.3732056435770286,0.34091436724298474,0.10916487673113245,2.6650336186896952,108.13475017256893,False,False,True,,True,1
9,fragile,0.3565953163045441,0.2732967333510539,0.13801262250391663,2.321710481605334,425.3496919883376,True,False,False,,False,1
10,cold_storage,0.24879622914682545,0.2710541400455043,0.23403503487553867,7.1672929778562375,143.03857979660012,False,True,False,66.0,True,3
11,normal,0.3904934864591181,0.30682797540594164,0.14896218503028524,4.8914720125855995,34.29530441058502,False,False,False,,True,3
12,high_value,0.40644858752999397,0.2439230347940538,0.16485654688306436,7.798978987127535,751.7207639717777,True,False,False,,False,1
13,cold_storage,0.4465407782020425,0.3610091601542429,0.1802329574044658,1.1287917495096988,184.3645023533981,False,True,False,320.0,True,3
14,normal,0.2944033642395434,0.331087733058976,0.17912638021213284,9.188202102535163,51.296666732865894,False,False,False,,True,2
15,normal,0.2418890958576519,0.3489977964183213,0.20779545793345808,7.59663121069645,48.55904445651217,False,False,False,,True,3
16,normal,0.3198201515421192,0.24386415183145668,0.29950752129902203,5.340499789926413,18.18184709564145,False,False,False,,True,1
17,normal,0.45833087289999974,0.23056826386965223,0.13199640034449006,6.9645715282151075,63.67681276587764,False,False,False,,True,2
18,fragile,0.21448578595196105,0.2992242760480194,0.1529114345099137,4.858284050306729,437.35086600552415,True,False,False,,False,1
19,normal,0.2034443065828459,0.34414436387203895,0.23634207380531494,5.601218138883554,34.014267095728854,False,False,False,,True,3
20,normal,0.3020526419093136,0.25870002572948525,0.13163155086893394,0.5308305029664282,74.98828551789197,False,False,False,,True,3
21,fragile,0.17901671522532725,0.20011722261005965,0.11786518805301315,4.571876412789621,441.73335642654513,True,False,False,,False,1
22,normal,0.28953343743458987,0.32778989897320104,0.22179404228763444,1.9519730512215308,78.62597200676362,False,False,False,,True,3
23,normal,0.4860499242960508,0.384486816123655,0.28369869887914045,6.189973552372176,53.97451372260531,False,False,False,,True,1
24,normal,0.4787295848793851,0.37574437556463686,0.2663331058722359,3.4213841913252834,15.21326498447688,False,False,False,,True,3
25,normal,0.48408483358939824,0.21713069041357577,0.19719809266332275,1.1575189254496443,78.45419487315084,False,False,False,,True,1
26,cold_storage,0.23851743934992886,0.2950564756197463,0.20996071869898877,3.0180379749305617,177.03794739534635,False,True,False,246.0,True,1
27,normal,0.47867404790065304,0.35105303932716114,0.23797352641992428,7.273015241781658,45.909306999768624,False,False,False,,True,3
28,fragile,0.29496341729183606,0.1876200167829008,0.15175758410355908,0.6929205597545021,151.11380166420082,True,False,False,,False,1
29,fragile,0.2014256686442366,0.21766174369144664,0.12301147325965771,1.1790651838126416,81.94688870406463,True,False,False,,False,1
30,normal,0.3893308871810297,0.24578835676223088,0.28108400260122557,8.666536302410591,16.37716148997881,False,False,False,,True,1
31,fragile,0.1835431791893641,0.19708289983009813,0.15392339313947548,3.6444275728167574,447.07238381333195,True,False,False,,False,1
32,normal,0.37286349491626997,0.24859944847914492,0.19459458858891873,4.3670696341163975,18.4893216842694,False,False,False,,True,3
33,normal,0.32931535472191326,0.2847157246039842,0.193404933607335,7.426220569868581,70.60280925639714,False,False,False,,True,3
34,hazardous,0.22952536134558768,0.28052425642045375,0.16786052107899263,8.685889095351515,97.13721015847712,False,False,True,,True,1
35,high_value,0.3608857261731033,0.2280364594189549,0.13669760715744667,4.89496664980919,4435.18679331761,True,False,False,,False,1
36,cold_storage,0.2226154665122868,0.36160444894634053,0.27119337849367453,1.4301329179152034,137.38608091973396,False,True,False,306.0,True,1
37,normal,0.4906988771854254,0.3852733966016255,0.26973914688286105,2.079955550737183,53.707701290564664,False,False,False,,True,1
38,normal,0.45939511820906465,0.38048857310210976,0.13292742428030538,0.5204760943385511,45.13795818290318,False,False,False,,True,2
39,cold_storage,0.2855747686840761,0.33931830072003255,0.24610106348309319,7.941934520600729,139.13683615113413,False,True,False,279.0,True,1
40,normal,0.25696936018029115,0.243540179682835,0.11169665840145988,7.489503198495912,15.486181432886424,False,False,False,,True,2
41,normal,0.21714958187224492,0.3168355188917943,0.2005700765839027,8.60083897445871,24.168945514553492,False,False,False,,True,3
42,normal,0.22403343957217609,0.23716499219614465,0.21900702129000554,6.9145192592388565,31.168350550083808,False,False,False,,True,1
43,normal,0.48247883816872683,0.313935082027637,0.2157838115014421,0.8775457917461118,17.378506494538794,False,False,False,,True,3
44,hazardous,0.37510168678736744,0.3045565431063918,0.28694125154728545,2.440462394523596,223.371786213142,False,False,True,,True,1
45,normal,0.27968435375940615,0.2261756564254913,0.2291001577675299,4.843633439419294,93.61164985349627,False,False,False,,True,1
46,cold_storage,0.20279463706527392,0.3242318510986186,0.2125987291277892,1.4498218647835905,116.77419273829292,False,True,False,289.0,True,2
47,normal,0.2397369711099402,0.26980176699290304,0.11375826281200385,2.8207019568272482,35.64886520949911,False,False,False,,True,2
48,fragile,0.35012348639194213,0.24070798501747417,0.161167776572595,4.937442011794371,344.2893429698297,True,False,False,,False,1
49,fragile,0.10234693214564738,0.26342082702309233,0.1299378752199978,3.3506047033337794,472.51850176719677,True,False,False,,False,1
50,normal,0.24028733431801033,0.22308573408382046,0.12140719554188353,5.755624588405751,34.51133910833347,False,False,False,,True,3
51,high_value,0.26318889644208293,0.26857605755865177,0.2374994257602661,8.602671746223026,2774.3407614409425,True,False,False,,False,1
52,cold_storage,0.27533637562096824,0.3816318092437144,0.11015977873250614,6.5257022494373444,169.28265608699948,False,True,False,52.0,True,1
53,hazardous,0.30006696158152646,0.22616393214034047,0.29595959076576717,2.0350287746019182,149.29558820242966,False,False,True,,True,3
54,hazardous,0.3283060756942038,0.201933939921668,0.11504877201475341,8.889510736351358,274.0607143211712,False,False,True,,True,3
55,fragile,0.11080844141824919,0.17384319690243835,0.15525250967449977,2.205954893115782,68.82298617598603,True,False,False,,False,1
56,hazardous,0.3093954545981768,0.3866176021041309,0.2944392530034521,0.8790013420565725,126.60849270761506,False,False,True,,True,3
57,normal,0.2748589217668773,0.22055872433435714,0.2560232483742885,8.899279663784585,46.57396508489051,False,False,False,,True,3
58,normal,0.42484328334306176,0.38515276451391134,0.14734746644587174,2.043766787454167,81.98983269162069,False,False,False,,True,1
59,normal,0.4644248613989973,0.20495727237963776,0.24731289435101642,3.655761945491072,93.7734297443493,False,False,False,,True,3
60,normal,0.4592192085125838,0.3621498633148778,0.1533611419188944,7.980057836786976,19.72860637626614,False,False,False,,True,1
61,normal,0.4575779754013345,0.2444867435091329,0.26331732111938577,4.87288072944995,37.467178060474055,False,False,False,,True,1
62,normal,0.2668770641617427,0.33200663654972584,0.1796931957129567,3.146729079718537,16.247867919653793,False,False,False,,True,2
63,cold_storage,0.3053438387248257,0.3018811351056075,0.23590362367205273,8.514781051084768,79.60697627859327,False,True,False,44.0,True,1
64,normal,0.4631115234726681,0.25224303927804204,0.21611794674774154,9.843730442389328,13.443147761793645,False,False,False,,True,3
65,normal,0.3303691275693933,0.34570901213054084,0.16273546283899826,6.258984106408361,56.02807537025303,False,False,False,,True,2
66,fragile,0.3698514198733599,0.1380157549004592,0.10443865337132312,2.2366818257293644,283.96415685496345,True,False,False,,False,1
67,normal,0.4419532609100312,0.3373714293829053,0.28805262407951066,7.501858088157853,27.733161619156093,False,False,False,,True,2
68,cold_storage,0.22099214333789308,0.33284753698225444,0.16604000720851927,3.482198628054417,172.6427503111404,False,True,False,183.0,True,3
69,normal,0.292785398662596,0.2816785817238434,0.18048007741154493,3.308724423996497,21.45590191532379,False,False,False,,True,2
70,high_value,0.39947883026383146,0.27582905542450836,0.249626912031778,2.1532597604944677,3060.973646896142,True,False,False,,False,1
71,cold_storage,0.32182255062744886,0.36674503386081153,0.16077498985367075,2.4967355063850984,161.43658894596442,False,True,False,340.0,True,3
72,normal,0.29667476892096145,0.28835720336759063,0.23512544663801996,5.356152970308577,81.43618591954018,False,False,False,,True,3
73,normal,0.2509074188594164,0.21695910734502435,0.2030904019830433,6.512938129775059,40.16694298688208,False,False,False,,True,1
74,cold_storage,0.40183870116715015,0.24492813319945766,0.13982598654531533,0.7320411834048502,64.07165793410303,False,True,False,273.0,True,3
75,cold_storage,0.45492130838741957,0.21456564583691384,0.18288820219954388,6.48277111700828,54.99834261314768,False,True,False,226.0,True,2
76,cold_storage,0.3198958588629613,0.22951426901825966,0.2375244826161039,8.980268349007982,174.87930177605384,False,True,False,84.0,True,2
77,cold_storage,0.26565234104369584,0.3608219712346286,0.23918235528164766,4.913223903455395,120.33304292601116,False,True,False,92.0,True,2
78,normal,0.24000173166710867,0.29292864749964737,0.20622637717111775,5.80979025853274,38.55681617188128,False,False,False,,True,2
79,normal,0.3837956968285289,0.34385479225519344,0.2009556329648804,8.390407112353444,59.30847555497456,False,False,False,,True,1
80,normal,0.42309663264787545,0.2949348873646107,0.15183830969300388,2.848777506341766,67.38952930985405,False,False,False,,True,3
81,hazardous,0.34537910512108005,0.2478491727629266,0.18797451865298054,7.278676194805036,93.31326606395154,False,False,True,,True,2
82,fragile,0.19591287052562872,0.2080304445036913,0.11383740615161558,1.2331812506681155,362.27741553457355,True,False,False,,False,1
83,normal,0.41192574250836567,0.21284577014277561,0.18151987393331734,5.6548058347871955,47.41968106928404,False,False,False,,True,1
84,normal,0.4498673508021463,0.27789536253338826,0.2539591544629326,9.487589319105956,11.757876106395441,False,False,False,,True,3
85,normal,0.31411430867831347,0.20117921671679861,0.17035176053436493,7.658013688064166,86.81031555121942,False,False,False,,True,2
86,normal,0.3614661702830695,0.3469268121512715,0.25997363418825353,9.029207800292355,53.94065297952254,False,False,False,,True,2
87,cold_storage,0.330750792813991,0.20580496398934306,0.1672259087396765,6.951847907769322,92.77700044477467,False,True,False,114.0,True,2
88,fragile,0.37586248620069285,0.29614439550378463,0.15341236295325045,4.543951426675164,316.3517490325599,True,False,False,,False,1
89,hazardous,0.3988999270508484,0.21678949243240006,0.18572255393221898,8.735087878153735,79.06683715862668,False,False,True,,True,2
90,normal,0.3137311592564419,0.2423320568422963,0.1653691609762617,7.731682224993257,44.12135940077226,False,False,False,,True,2
91,normal,0.2756814595347142,0.21638124655232852,0.10387665741000214,5.62448095526407,99.99170456582883,False,False,False,,True,2
92,cold_storage,0.26726664971592445,0.2137236740905539,0.2914571205552736,0.8824523066372825,25.58539979852818,False,True,False,156.0,True,1
93,cold_storage,0.45176865388537946,0.3242671313172316,0.14770898837778118,4.998830078988217,40.590100299675186,False,True,False,141.0,True,2
94,fragile,0.30983949137384525,0.2533796196712481,0.11677891433678023,3.0755127200655656,386.5665433798786,True,False,False,,False,1
95,cold_storage,0.23435986141366932,0.363860234862217,0.29294415460681755,1.5269381217472624,24.622116589543882,False,True,False,189.0,True,3
96,normal,0.40320418605512265,0.3916345676411792,0.17933088830332547,7.29263969796995,16.839683005875397,False,False,False,,True,3
97,fragile,0.34917149013409554,0.14856987610742642,0.1697193002495772,1.5777551588895684,357.9165676249953,True,False,False,,False,1
98,normal,0.4416583890938499,0.35924544332004243,0.21318651107346318,0.8901567369582931,57.94707207794502,False,False,False,,True,3
99,normal,0.31117126286541685,0.3011921579354156,0.16824623497225663,8.570968456495985,84.00978262810523,False,False,False,,True,1
100,normal,0.33005702039775453,0.27243760769901443,0.27831500296102063,4.867523802216589,23.76920341844739,False,False,False,,True,1
101,normal,0.42013859120401753,0.39309474624761553,0.15401647927748016,8.177892578664181,58.43556158034302,False,False,False,,True,2
102,fragile,0.23946213149035236,0.2651469196841511,0.15924746190637018,1.6792924566074794,160.4728260921609,True,False,False,,False,1
103,normal,0.48038656358420007,0.25578564983849406,0.1901604000387541,7.629524677356559,61.286468021049,False,False,False,,True,3
104,fragile,0.21369679123847923,0.10573999955401792,0.18509528363124592,0.9910153000726899,145.45393258088257,True,False,False,,False,1
105,hazardous,0.43934970704842896,0.26806776863285675,0.2760639959516451,7.161245628155915,104.59251545416993,False,False,True,,True,1
106,normal,0.35498817551448025,0.23821128470541977,0.14827121007453598,4.361067184369933,59.96585904236747,False,False,False,,True,1
107,normal,0.40718280183395694,0.3291805799481905,0.1981642670157172,8.032862247257015,18.37480154992045,False,False,False,,True,1
108,cold_storage,0.32132033860337844,0.24866103277535145,0.2327920043193632,4.005694281279851,119.62513190184494,False,True,False,206.0,True,2
109,normal,0.4989894391877996,0.3100776945513357,0.17036210552283365,4.8105799971051955,37.59606922139474,False,False,False,,True,1
110,normal,0.23619676542569176,0.23851685869030348,0.12391094825101057,5.590707671145623,78.59706485356926,False,False,False,,True,1
111,normal,0.25746229190316344,0.3477209307017901,0.15529992539373785,6.101075606627513,78.41871058357744,False,False,False,,True,3
112,normal,0.2848996109824865,0.22010522161815815,0.13882351561821468,2.6610900530842696,26.1497389316863,False,False,False,,True,1
113,hazardous,0.4124055457133094,0.22531659196959633,0.10910314019664367,1.0179971922703839,108.87689402924994,False,False,True,,True,1
114,cold_storage,0.3913608965317783,0.3505584351582508,0.12051752935755214,0.6165213320673257,71.18107888468688,False,True,False,275.0,True,2
115,fragile,0.20221177976808774,0.293099528627659,0.12524783904929726,4.3224425266748145,101.33921332621604,True,False,False,,False,1
116,hazardous,0.21960303053417976,0.29834931205821363,0.2154042312941636,7.021284673432158,70.96629187675823,False,False,True,,True,3
117,cold_storage,0.48473769270740935,0.21703618167924602,0.14963819104202322,5.801693828867471,94.91132385385912,False,True,False,335.0,True,3
118,normal,0.2677061411195104,0.3045145070260436,0.19010289297775085,4.705849538183619,87.41499992435621,False,False,False,,True,2
119,hazardous,0.29161407329580813,0.32420546421442975,0.22192618244902607,7.530848402103177,285.849354087852,False,False,True,,True,1
120,fragile,0.287654509121981,0.1529292250580015,0.10811874654669844,1.275339370605993,298.3965105099916,True,False,False,,False,1
121,cold_storage,0.24695978463294144,0.2817035145320054,0.23787422715695378,4.9641685505730155,25.875173968566372,False,True,False,177.0,True,3
122,hazardous,0.2848155119336863,0.3719213462681045,0.11423595203069586,2.7175261585202426,101.4297489279029,False,False,True,,True,3
123,normal,0.3769368767615774,0.3607811360562868,0.13956384275129283,1.5903748733799348,30.232850523942144,False,False,False,,True,1
124,normal,0.47252343356378185,0.36532623193001196,0.11428196737116283,2.0762664975968845,37.68506313528093,False,False,False,,True,3
125,normal,0.4472720903960028,0.38423850579352764,0.18783068973474748,4.952630717623538,37.368207149029004,False,False,False,,True,2
126,normal,0.4828028722232122,0.30009443542358516,0.19875904386901685,1.2641975930433593,13.587470576525174,False,False,False,,True,2
127,cold_storage,0.4203601769856846,0.32074272818918215,0.1051729784776671,2.674781949357356,141.37370609099082,False,True,False,324.0,True,3
128,hazardous,0.4852358833419057,0.3999144833754903,0.23445631686064786,3.060354746687012,40.86255174904637,False,False,True,,True,1
129,normal,0.34115024697549007,0.33030189788673725,0.2832145575853535,2.224146898619696,62.679666275006895,False,False,False,,True,3
130,fragile,0.34427348336218105,0.2938110472131407,0.14700103949603519,2.1009056578070755,194.4762151804572,True,False,False,,False,1
131,normal,0.23137996537476724,0.2321649705317671,0.18232901795755874,5.206955699161209,69.63251832922859,False,False,False,,True,2
132,normal,0.4440698104213918,0.3100193217943566,0.19096518172034588,3.4879129931165953,39.094640764839525,False,False,False,,True,2
133,normal,0.4594731752155637,0.3649854406537402,0.10023021348962245,8.758991101046197,51.577871048392964,False,False,False,,True,1
134,normal,0.2562747624183581,0.27235587183033505,0.25128863081111474,6.441383050377585,78.39914824549153,False,False,False,,True,1
135,hazardous,0.28011687148187975,0.2262026457900893,0.1576058289976658,8.868042864899152,160.8721851764995,False,False,True,,True,1
136,normal,0.4919440447465083,0.321774333416393,0.14785949246553007,2.0045925561497078,59.575510630240295,False,False,False,,True,3
137,fragile,0.2223972061869708,0.14494013189115693,0.18414056816170357,0.6559594777308003,476.17733406171027,True,False,False,,False,1
138,cold_storage,0.39431290663512764,0.23079422488566562,0.28653061198682084,3.272684822486967,146.97409338665366,False,True,False,242.0,True,2
139,normal,0.4940733897810126,0.24874618121502767,0.21025301537609392,4.144067125847924,92.96813349384057,False,False,False,,True,3
140,high_value,0.4238877636477193,0.22730166891817294,0.11396201592124611,7.840413760431548,4344.855709874934,True,False,False,,False,1
141,high_value,0.30196257293428863,0.35754348115285883,0.15343453261338097,0.5243699639064835,3767.2294217608965,True,False,False,,False,1
142,normal,0.4512427767819264,0.31598467677668085,0.23198815061098388,8.719975649652305,50.1892653738875,False,False,False,,True,2
143,normal,0.3035371825079023,0.3103834834141622,0.20868601259173458,4.82577386023176,38.95996152061337,False,False,False,,True,1
144,normal,0.4942323893997783,0.24776110883324987,0.17659416978592044,8.632123271880094,46.96975859946203,False,False,False,,True,2
145,normal,0.4234115454695588,0.34104557620500053,0.26228178051297535,4.167748148664332,69.73199465360813,False,False,False,,True,3
146,normal,0.49424544159793554,0.29906572992328473,0.10740392226911524,5.271765926263176,63.11623863786103,False,False,False,,True,1
147,fragile,0.36225711221629253,0.18806124195413543,0.15259510868075615,2.338947564923787,375.09972240678917,True,False,False,,False,1
148,fragile,0.22299358592390933,0.23095626528554675,0.11543612187715489,2.4005039448251866,486.14163375839775,True,False,False,,False,1
149,normal,0.3015683702154295,0.33854091971737643,0.22996733051585452,8.591770277331568,86.71072029093038,False,False,False,,True,3
150,normal,0.3140028192567965,0.26333223078667994,0.2437434850445966,7.714317188676454,88.51447156586826,False,False,False,,True,1
151,hazardous,0.38523783848081694,0.24695404862040432,0.23687991488118335,3.2301005383994146,91.42129578908471,False,False,True,,True,1
152,normal,0.3301914415769377,0.2196886252766396,0.22674956575615826,8.789502709767362,49.93106964955352,False,False,False,,True,3
153,normal,0.2898398240732194,0.20578944987951364,0.16487493335626044,1.0331326669975658,42.26170080703271,False,False,False,,True,2
